onet_soc_code,task_id,task_statement
25-1194.00,6445,Supervise and monitor students' use of tools and equipment.
25-1194.00,6448,"Administer oral, written, or performance tests to measure progress and to evaluate training effectiveness."
25-1194.00,6452,Provide individualized instruction and tutorial or remedial instruction.
25-1194.00,6449,"Prepare reports and maintain records, such as student grades, attendance rolls, and training activity details."
25-1194.00,6454,Develop curricula and plan course content and methods of instruction.
25-1194.00,6451,Determine training needs of students or workers.
25-1194.00,6450,"Supervise independent or group projects, field placements, laboratory work, or other training."
25-1194.00,6456,Integrate academic and vocational curricula so that students can obtain a variety of skills.
25-1194.00,6458,"Select and assemble books, materials, supplies, and equipment for training, courses, or projects."
25-1194.00,6453,"Conduct on-the-job training classes or training sessions to teach and demonstrate principles, techniques, procedures, or methods of designated subjects."
25-1194.00,20106,"Acquire, maintain, and repair laboratory equipment and tools."
25-1194.00,6455,Prepare outlines of instructional programs and training schedules and establish course goals.
25-1194.00,6459,"Advise students on course selection, career decisions, and other academic and vocational concerns."
25-1194.00,6460,"Participate in conferences, seminars, and training sessions to keep abreast of developments in the field, and integrate relevant information into training programs."
25-1194.00,6457,"Develop teaching aids, such as instructional software, multimedia visual aids, or study materials."
25-1194.00,6461,"Serve on faculty and school committees concerned with budgeting, curriculum revision, and course and diploma requirements."
25-1194.00,6463,Arrange for lectures by experts in designated fields.
25-1194.00,6462,Review enrollment applications and correspond with applicants to obtain additional information.
25-2011.00,6466,"Teach basic skills, such as color, shape, number and letter recognition, personal hygiene, and social skills."
25-2011.00,6467,Establish and enforce rules for behavior and procedures for maintaining order.
25-2011.00,6478,Adapt teaching methods and instructional materials to meet students' varying needs and interests.
25-2011.00,6464,"Provide a variety of materials and resources for children to explore, manipulate, and use, both in learning activities and in imaginative play."
25-2011.00,6476,Serve meals and snacks in accordance with nutritional guidelines.
25-2011.00,6465,"Attend to children's basic needs by feeding them, dressing them, and changing their diapers."
25-2011.00,6472,"Meet with parents and guardians to discuss their children's progress and needs, determine their priorities for their children, and suggest ways that they can promote learning and development."
25-2011.00,6469,"Organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, storytelling, and field trips."
25-2011.00,6471,"Identify children showing signs of emotional, developmental, or health-related problems and discuss them with supervisors, parents or guardians, and child development specialists."
25-2011.00,6482,"Maintain accurate and complete student records as required by laws, district policies, and administrative regulations."
25-2011.00,6477,"Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them."
25-2011.00,6470,"Observe and evaluate children's performance, behavior, social development, and physical health."
25-2011.00,6474,Prepare materials and classrooms for class activities.
25-2011.00,6468,Read books to entire classes or to small groups.
25-2011.00,6479,"Establish clear objectives for all lessons, units, and projects and communicate those objectives to children."
25-2011.00,6481,"Arrange indoor and outdoor space to facilitate creative play, motor-skill activities, and safety."
25-2011.00,6475,Teach proper eating habits and personal hygiene.
25-2011.00,6480,Demonstrate activities to children.
25-2011.00,6484,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate."
25-2011.00,6473,Enforce all administration policies and rules governing students.
25-2011.00,6497,Prepare and implement remedial programs for students requiring extra help.
25-2011.00,6487,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula."
25-2011.00,6486,"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence."
25-2011.00,6485,Organize and label materials and display students' work in a manner appropriate for their ages and perceptual skills.
25-2011.00,6483,Prepare reports on students and activities as required by administration.
25-2011.00,6489,"Collaborate with other teachers and administrators in the development, evaluation, and revision of preschool programs."
25-2011.00,6492,"Plan and supervise class projects, field trips, visits by guests, or other experiential activities and guide students in learning from those activities."
25-2011.00,6491,Meet with other professionals to discuss individual students' needs and progress.
25-2011.00,6493,"Select, store, order, issue, and inventory classroom equipment, materials, and supplies."
25-2011.00,6488,"Supervise, evaluate, and plan assignments for teacher assistants and volunteers."
25-2011.00,6496,"Administer tests to help determine children's developmental levels, needs, and potential."
25-2011.00,6490,Attend staff meetings and serve on committees as required.
25-2011.00,6494,"Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."
25-2011.00,6495,"Perform administrative duties, such as hall and cafeteria monitoring and bus loading and unloading."
25-2012.00,6499,Establish and enforce rules for behavior and policies and procedures to maintain order among students.
25-2012.00,6507,Prepare children for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.
25-2012.00,6501,"Instruct students individually and in groups, adapting teaching methods to meet students' varying needs and interests."
25-2012.00,6498,"Teach basic skills, such as color, shape, number and letter recognition, personal hygiene, and social skills."
25-2012.00,6503,Demonstrate activities to children.
25-2012.00,6502,Read books to entire classes or to small groups.
25-2012.00,6513,Guide and counsel students with adjustment or academic problems or special academic interests.
25-2012.00,6500,"Observe and evaluate children's performance, behavior, social development, and physical health."
25-2012.00,6504,"Provide a variety of materials and resources for children to explore, manipulate, and use, both in learning activities and in imaginative play."
25-2012.00,6509,Prepare and implement remedial programs for students requiring extra help.
25-2012.00,6515,"Identify children showing signs of emotional, developmental, or health-related problems and discuss them with supervisors, parents or guardians, and child development specialists."
25-2012.00,6517,"Maintain accurate and complete student records and prepare reports on children and activities as required by laws, district policies, and administrative regulations."
25-2012.00,6508,"Establish clear objectives for all lessons, units, and projects and communicate those objectives to children."
25-2012.00,6505,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate."
25-2012.00,6506,"Confer with parents or guardians, other teachers, counselors, and administrators to resolve students' behavioral and academic problems."
25-2012.00,6511,"Organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, and storytelling."
25-2012.00,6510,Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.
25-2012.00,6527,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations."
25-2012.00,6521,Meet with other professionals to discuss individual students' needs and progress.
25-2012.00,6514,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.
25-2012.00,6512,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools."
25-2012.00,6516,"Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them."
25-2012.00,6519,"Collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs."
25-2012.00,6518,"Prepare materials, classrooms, and other indoor and outdoor spaces to facilitate creative play, learning and motor-skill activities, and safety."
25-2012.00,6520,"Prepare, administer, and grade tests and assignments to evaluate children's progress."
25-2012.00,6523,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula."
25-2012.00,6522,Organize and label materials and display children's work in a manner appropriate for their sizes and perceptual skills.
25-2012.00,6526,Prepare for assigned classes and show written evidence of preparation upon request of immediate supervisors.
25-2012.00,6528,"Plan and supervise class projects, field trips, visits by guests, or other experiential activities and guide students in learning from those activities."
25-2012.00,6524,"Supervise, evaluate, and plan assignments for teacher assistants and volunteers."
25-2012.00,6529,"Involve parent volunteers and older students in children's activities to facilitate involvement in focused, complex play."
25-2012.00,6525,Administer standardized ability and achievement tests and interpret results to determine children's developmental levels and needs.
25-2012.00,6530,"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence."
25-2012.00,6532,Attend staff meetings and serve on committees as required.
25-2012.00,6533,"Select, store, order, issue, and inventory classroom equipment, materials, and supplies."
25-2012.00,6531,"Perform administrative duties, such as assisting in school libraries, hall and cafeteria monitoring, and bus loading and unloading."
25-2012.00,6534,"Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."
25-2021.00,6540,"Instruct students individually and in groups, using teaching methods such as lectures, discussions, and demonstrations."
25-2021.00,6535,Establish and enforce rules for behavior and procedures for maintaining order among the students.
25-2021.00,6549,Guide and counsel students with adjustment or academic problems or with special academic interests.
25-2021.00,6538,Adapt teaching methods and instructional materials to meet students' varying needs and interests.
25-2021.00,6539,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate."
25-2021.00,6537,Prepare materials and classrooms for class activities.
25-2021.00,6543,Read books to entire classes or small groups.
25-2021.00,6536,"Observe and evaluate students' performance, behavior, social development, and physical health."
25-2021.00,6545,"Confer with parents or guardians, teachers, counselors, and administrators to resolve students' behavioral and academic problems."
25-2021.00,6546,Meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.
25-2021.00,6556,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations."
25-2021.00,6555,Meet with other professionals to discuss individual students' needs and progress.
25-2021.00,6541,"Establish clear objectives for all lessons, units, and projects and communicate those objectives to students."
25-2021.00,6550,Prepare and implement remedial programs for students requiring extra help.
25-2021.00,6542,Assign and grade class work and homework.
25-2021.00,6544,"Prepare, administer, and grade tests and assignments to evaluate students' progress."
25-2021.00,6548,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.
25-2021.00,6547,"Maintain accurate and complete student records as required by laws, district policies, and administrative regulations."
25-2021.00,6553,Enforce administration policies and rules governing students.
25-2021.00,6561,"Organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, and storytelling."
25-2021.00,6552,"Provide a variety of materials and resources for children to explore, manipulate, and use, both in learning activities and in imaginative play."
25-2021.00,6551,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools."
25-2021.00,6557,Prepare for assigned classes and show written evidence of preparation upon request of immediate supervisors.
25-2021.00,6560,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.
25-2021.00,6554,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula."
25-2021.00,6558,"Collaborate with other teachers and administrators in the development, evaluation, and revision of elementary school programs."
25-2021.00,6562,"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence."
25-2021.00,6566,"Administer standardized ability and achievement tests, and interpret results to determine student strengths and needs."
25-2021.00,6563,"Plan and supervise class projects, field trips, visits by guest speakers or other experiential activities, and guide students in learning from those activities."
25-2021.00,6559,Prepare reports on students and activities as required by administration.
25-2021.00,6567,"Supervise, evaluate, and plan assignments for teacher assistants and volunteers."
25-2021.00,6564,Organize and label materials and display students' work.
25-2021.00,6569,"Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and bus loading and unloading."
25-2021.00,6565,"Attend staff meetings and serve on committees, as required."
25-2021.00,6570,"Select, store, order, issue, and inventory classroom equipment, materials, and supplies."
25-2021.00,6568,"Involve parent volunteers and older students in children's activities to facilitate involvement in focused, complex play."
25-2021.00,6571,"Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."
25-2021.00,6572,"Sponsor extracurricular activities, such as clubs, student organizations, and academic contests."
25-2022.00,6581,Prepare materials and classrooms for class activities.
25-2022.00,6580,"Observe and evaluate students' performance, behavior, social development, and physical health."
25-2022.00,6575,"Instruct through lectures, discussions, and demonstrations in one or more subjects, such as English, mathematics, or social studies."
25-2022.00,6576,"Prepare, administer, and grade tests and assignments to evaluate students' progress."
25-2022.00,6573,Establish and enforce rules for behavior and procedures for maintaining order among students.
25-2022.00,6577,"Establish clear objectives for all lessons, units, and projects, and communicate these objectives to students."
25-2022.00,6582,Assign lessons and correct homework.
25-2022.00,18638,"Assist students who need extra help, such as by tutoring and preparing and implementing remedial programs."
25-2022.00,6584,"Confer with parents or guardians, other teachers, counselors, and administrators to resolve students' behavioral and academic problems."
25-2022.00,6579,"Maintain accurate, complete, and correct student records as required by laws, district policies, and administrative regulations."
25-2022.00,6578,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate."
25-2022.00,6574,Adapt teaching methods and instructional materials to meet students' varying needs and interests.
25-2022.00,6583,Enforce all administration policies and rules governing students.
25-2022.00,6585,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.
25-2022.00,6592,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations."
25-2022.00,6596,"Collaborate with other teachers and administrators in the development, evaluation, and revision of middle school programs."
25-2022.00,6588,"Guide and counsel students with adjustment or academic problems, or special academic interests."
25-2022.00,18639,Meet or correspond with parents or guardians to discuss children's progress and to determine priorities and resource needs.
25-2022.00,6593,Instruct and monitor students in the use and care of equipment and materials to prevent injury and damage.
25-2022.00,6589,Meet with other professionals to discuss individual students' needs and progress.
25-2022.00,6594,Prepare reports on students and activities as required by administration.
25-2022.00,6591,Prepare for assigned classes and show written evidence of preparation upon request of immediate supervisors.
25-2022.00,6586,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools."
25-2022.00,6602,"Attend staff meetings and serve on staff committees, as required."
25-2022.00,6603,"Plan and supervise class projects, field trips, visits by guest speakers, or other experiential activities, and guide students in learning from such activities."
25-2022.00,6595,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula."
25-2022.00,6597,"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence."
25-2022.00,6601,"Organize and supervise games and other recreational activities to promote physical, mental, and social development."
25-2022.00,6598,"Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and bus loading and unloading."
25-2022.00,18640,"Coordinate and supervise extracurricular activities, such as clubs, student organizations, and academic contests."
25-2022.00,6600,Organize and label materials and display students' work.
25-2022.00,6604,"Select, store, order, issue, and inventory classroom equipment, materials, and supplies."
25-2022.00,6599,"Administer standardized ability and achievement tests, and interpret results to determine student strengths and needs."
25-2022.00,6606,"Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."
25-2022.00,6607,"Supervise, evaluate, and plan assignments for teacher assistants and volunteers."
25-2023.00,6610,"Instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations."
25-2023.00,6612,Prepare materials and classrooms for class activities.
25-2023.00,6608,Establish and enforce rules for behavior and procedures for maintaining order among students.
25-2023.00,6615,Adapt teaching methods and instructional materials to meet students' varying needs and interests.
25-2023.00,6620,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations."
25-2023.00,6609,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.
25-2023.00,6613,"Establish clear objectives for all lessons, units, and projects, and communicate those objectives to students."
25-2023.00,6619,"Observe and evaluate students' performance, behavior, social development, and physical health."
25-2023.00,6618,Assign and grade class work and homework.
25-2023.00,6611,"Maintain accurate and complete student records as required by laws, district policies, and administrative regulations."
25-2023.00,6623,"Guide and counsel students with adjustments, academic problems, or special academic interests."
25-2023.00,6622,Prepare students for later educational experiences by encouraging them to explore learning opportunities and to persevere with challenging tasks.
25-2023.00,6614,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate."
25-2023.00,6625,Meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.
25-2023.00,6617,Enforce all administration policies and rules governing students.
25-2023.00,6616,"Prepare, administer, and grade tests and assignments to evaluate students' progress."
25-2023.00,6624,"Confer with parents or guardians, other teachers, counselors, and administrators to resolve students' behavioral and academic problems."
25-2023.00,6627,Prepare and implement remedial programs for students requiring extra help.
25-2023.00,6629,Meet with other professionals to discuss individual students' needs and progress.
25-2023.00,6626,Prepare for assigned classes and show written evidence of preparation upon request of immediate supervisors.
25-2023.00,6632,"Plan and supervise class projects, field trips, visits by guest speakers or other experiential activities, and guide students in learning from those activities."
25-2023.00,6631,Prepare reports on students and activities as required by administration.
25-2023.00,6628,"Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."
25-2023.00,6621,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools."
25-2023.00,20241,"Select, store, order, issue, inventory, and maintain classroom equipment, materials, and supplies."
25-2023.00,6635,"Collaborate with other teachers and administrators in the development, evaluation, and revision of middle school programs."
25-2023.00,6634,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula."
25-2023.00,6633,"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence."
25-2023.00,6636,"Attend staff meetings and serve on committees, as required."
25-2023.00,6638,"Sponsor extracurricular activities, such as clubs, student organizations, and academic contests."
25-2023.00,6637,"Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and bus loading and unloading."
25-2031.00,6650,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.
25-2031.00,6640,"Instruct through lectures, discussions, and demonstrations in one or more subjects, such as English, mathematics, or social studies."
25-2031.00,6639,Establish and enforce rules for behavior and procedures for maintaining order among students.
25-2031.00,6643,Prepare materials and classrooms for class activities.
25-2031.00,6644,Adapt teaching methods and instructional materials to meet students' varying needs and interests.
25-2031.00,6642,"Prepare, administer, and grade tests and assignments to evaluate students' progress."
25-2031.00,6641,"Establish clear objectives for all lessons, units, and projects, and communicate those objectives to students."
25-2031.00,6647,"Observe and evaluate students' performance, behavior, social development, and physical health."
25-2031.00,6649,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate."
25-2031.00,6651,"Guide and counsel students with adjustments, academic problems, or special academic interests."
25-2031.00,6654,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations."
25-2031.00,6657,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools."
25-2031.00,6646,Assign and grade class work and homework.
25-2031.00,6645,"Maintain accurate and complete student records as required by laws, district policies, and administrative regulations."
25-2031.00,6648,Enforce all administration policies and rules governing students.
25-2031.00,6656,"Confer with parents or guardians, other teachers, counselors, and administrators to resolve students' behavioral and academic problems."
25-2031.00,6661,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula."
25-2031.00,6659,Prepare and implement remedial programs for students requiring extra help.
25-2031.00,6670,"Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities such as restrooms."
25-2031.00,6658,Meet with other professionals to discuss individual students' needs and progress.
25-2031.00,6655,Meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.
25-2031.00,6663,Prepare reports on students and activities as required by administration.
25-2031.00,6652,Instruct and monitor students in the use of equipment and materials to prevent injuries and damage.
25-2031.00,6662,"Collaborate with other teachers and administrators in the development, evaluation, and revision of secondary school programs."
25-2031.00,6653,"Prepare for assigned classes, and show written evidence of preparation upon request of immediate supervisors."
25-2031.00,6660,"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence."
25-2031.00,6665,"Plan and supervise class projects, field trips, visits by guest speakers, or other experiential activities, and guide students in learning from those activities."
25-2031.00,6668,"Attend staff meetings and serve on committees, as required."
25-2031.00,6667,"Sponsor extracurricular activities, such as clubs, student organizations, and academic contests."
25-2031.00,6666,"Administer standardized ability and achievement tests, and interpret results to determine students' strengths and needs."
25-2031.00,6664,"Select, store, order, issue, and inventory classroom equipment, materials, and supplies."
25-2031.00,6669,"Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and bus loading and unloading."
25-2032.00,6673,"Instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations."
25-2032.00,6674,Establish and enforce rules for behavior and procedures for maintaining order among students.
25-2032.00,6671,Prepare materials and classroom for class activities.
25-2032.00,6675,"Observe and evaluate students' performance, behavior, social development, and physical health."
25-2032.00,6681,"Instruct students in the knowledge and skills required in a specific occupation or occupational field, using a systematic plan of lectures, discussions, audio-visual presentations, and laboratory, shop, and field studies."
25-2032.00,6676,Instruct and monitor students in the use and care of equipment and materials to prevent injury and damage.
25-2032.00,6682,"Establish clear objectives for all lessons, units, and projects, and communicate those objectives to students."
25-2032.00,6683,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations."
25-2032.00,6688,"Guide and counsel students with adjustments, academic problems, or special academic interests."
25-2032.00,6672,"Maintain accurate and complete student records as required by law, district policy, and administrative regulations."
25-2032.00,6677,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate."
25-2032.00,6678,"Prepare, administer, and grade tests and assignments to evaluate students' progress."
25-2032.00,6680,Assign and grade class work and homework.
25-2032.00,6679,Enforce all administration policies and rules governing students.
25-2032.00,6703,"Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."
25-2032.00,6685,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.
25-2032.00,6695,"Plan and supervise class projects, field trips, visits by guest speakers or other experiential activities, and guide students in learning from those activities."
25-2032.00,6686,"Confer with parents or guardians, other teachers, counselors, and administrators to resolve students' behavioral and academic problems."
25-2032.00,6690,Keep informed about trends in education and subject matter specialties.
25-2032.00,6684,"Plan and supervise work-experience programs in businesses, industrial shops, and school laboratories."
25-2032.00,6691,Meet with other professionals to discuss individual students' needs and progress.
25-2032.00,6692,Prepare and implement remedial programs for students requiring extra help.
25-2032.00,6687,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools."
25-2032.00,6694,Meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.
25-2032.00,6699,"Place students in jobs, or make referrals to job placement services."
25-2032.00,6689,"Select, order, store, issue, and inventory classroom equipment, materials, and supplies."
25-2032.00,6697,"Sponsor extracurricular activities, such as clubs, student organizations, and academic contests."
25-2032.00,6698,"Collaborate with other teachers and administrators in the development, evaluation, and revision of secondary school programs."
25-2032.00,6696,"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence."
25-2032.00,6700,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula."
25-2032.00,6693,Prepare reports on students and activities as required by administration.
25-2032.00,6701,"Attend staff meetings and serve on committees, as required."
25-2032.00,6702,"Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and bus loading and unloading."
25-2051.00,19068,Develop or implement strategies to meet the needs of students with a variety of disabilities.
25-2051.00,19065,"Communicate nonverbally with children to provide them with comfort, encouragement, or positive reinforcement."
25-2051.00,19093,"Maintain accurate and complete student records as required by laws, district policies, or administrative regulations."
25-2051.00,19085,"Teach socially acceptable behavior, employing techniques such as behavior modification or positive reinforcement."
25-2051.00,19064,"Attend to children's basic needs by feeding them, dressing them, or changing their diapers."
25-2051.00,19084,"Teach basic skills, such as color, shape, number and letter recognition, personal hygiene, or social skills, to preschool students with special needs."
25-2051.00,19067,"Develop individual educational plans (IEPs) designed to promote students' educational, physical, or social development."
25-2051.00,19079,"Prepare classrooms with a variety of materials or resources for children to explore, manipulate, or use in learning activities or imaginative play."
25-2051.00,19094,"Meet with parents or guardians to discuss their children's progress, advise them on using community resources, or teach skills for dealing with students' impairments."
25-2051.00,19074,Modify the general preschool curriculum for students with disabilities.
25-2051.00,19076,"Observe and evaluate students' performance, behavior, social development, and physical health."
25-2051.00,19082,Read books to entire classes or to small groups.
25-2051.00,19090,"Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual education plans (IEPs)."
25-2051.00,19073,Instruct and monitor students in the use and care of equipment or materials to prevent injuries and damage.
25-2051.00,19072,Establish and enforce rules for behavior and procedures for maintaining order among students.
25-2051.00,19098,"Provide assistive devices, supportive technology, or assistance accessing facilities, such as restrooms."
25-2051.00,19075,Monitor teachers or teacher assistants to ensure adherence to special education program requirements.
25-2051.00,19087,"Administer tests to help determine children's developmental levels, needs, or potential."
25-2051.00,19086,"Teach students personal development skills, such as goal setting, independence, or self-advocacy."
25-2051.00,19069,"Employ special educational strategies or techniques during instruction to improve the development of sensory- and perceptual-motor skills, language, cognition, or memory."
25-2051.00,19070,Encourage students to explore learning opportunities or persevere with challenging tasks to prepare them for later grades.
25-2051.00,19066,"Confer with parents, guardians, teachers, counselors, or administrators to resolve students' behavioral or academic problems."
25-2051.00,19063,"Arrange indoor or outdoor space to facilitate creative play, motor-skill activities, or safety."
25-2051.00,19083,Serve meals or snacks in accordance with nutritional guidelines.
25-2051.00,19077,"Organize and supervise games or other recreational activities to promote physical, mental, or social development."
25-2051.00,19071,"Establish and communicate clear objectives for all lessons, units, and projects to students, parents, or guardians."
25-2051.00,19092,Coordinate placement of students with special needs into mainstream classes.
25-2051.00,19097,Prepare reports on students and activities as required by administration.
25-2051.00,19088,"Attend professional meetings, educational conferences, or teacher training workshops to maintain or improve professional competence."
25-2051.00,19095,Organize and display students' work in a manner appropriate for their perceptual skills.
25-2051.00,19089,"Collaborate with other teachers or administrators to develop, evaluate, or revise preschool programs."
25-2051.00,19080,"Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or requirements."
25-2051.00,19078,"Plan and supervise experiential learning activities, such as class projects, field trips, or demonstrations."
25-2051.00,19081,"Present information in audio-visual or interactive formats, using computers, television, audio-visual aids, or other equipment, materials, or technologies."
25-2051.00,19096,Prepare assignments for teacher assistants or volunteers.
25-2051.00,19091,"Control the inventory or distribution of classroom equipment, materials, or supplies."
25-2055.00,22340,"Instruct students with disabilities in academic subjects, using a variety of techniques, such as phonetics, multisensory learning, or repetition to reinforce learning and meet students' varying needs."
25-2055.00,22353,"Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or school or state requirements."
25-2055.00,22336,Develop or implement strategies to meet the needs of students with a variety of disabilities.
25-2055.00,22342,"Maintain accurate and complete student records as required by laws, district policies, or administrative regulations."
25-2055.00,22357,"Teach socially acceptable behavior, employing techniques such as behavior modification or positive reinforcement."
25-2055.00,22338,Establish and enforce rules for behavior and procedures for maintaining order among students.
25-2055.00,22346,"Observe and evaluate students' performance, behavior, social development, and physical health."
25-2055.00,22333,"Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual educational plans (IEPs) for students' educational, physical, or social development."
25-2055.00,22337,"Employ special educational strategies or techniques during instruction to improve the development of sensory- and perceptual-motor skills, language, cognition, or memory."
25-2055.00,22343,"Meet with parents or guardians to discuss their children's progress, advise them on using community resources, or teach skills for dealing with students' impairments."
25-2055.00,22344,Modify the general kindergarten education curriculum for students with disabilities.
25-2055.00,22334,"Confer with parents, guardians, teachers, counselors, or administrators to resolve students' behavioral or academic problems."
25-2055.00,22345,Monitor teachers or teacher assistants to ensure adherence to special education program requirements.
25-2055.00,22352,"Prepare classrooms with a variety of materials or resources for children to explore, manipulate, or use in learning activities or imaginative play."
25-2055.00,22351,Prepare assignments for teacher assistants or volunteers.
25-2055.00,22354,"Prepare, administer, or grade assignments to evaluate students' progress."
25-2055.00,22356,"Provide assistive devices, supportive technology, or assistance accessing facilities, such as restrooms."
25-2055.00,22347,Organize and display students' work in a manner appropriate for their perceptual skills.
25-2055.00,22348,"Organize and supervise games or other recreational activities to promote physical, mental, or social development."
25-2055.00,22331,"Collaborate with other teachers or administrators to develop, evaluate, or revise kindergarten programs."
25-2055.00,22332,"Confer with other staff members to plan, schedule, or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate."
25-2055.00,22329,Administer standardized ability and achievement tests to kindergarten students with special needs.
25-2055.00,22339,Instruct and monitor students in the use and care of equipment or materials to prevent injuries and damage.
25-2055.00,22355,"Present information in audio-visual or interactive formats, using computers, televisions, audio-visual aids, or other equipment, materials, or technologies."
25-2055.00,22330,"Attend professional meetings, educational conferences, or teacher training workshops to maintain or improve professional competence."
25-2055.00,22349,"Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and bus loading and unloading."
25-2055.00,22358,Visit schools to tutor students with sensory impairments or to consult with teachers regarding students' special needs.
25-2055.00,22335,"Control the inventory or distribution of classroom equipment, materials, or supplies."
25-2055.00,22350,"Plan or supervise experiential learning activities, such as class projects, field trips, demonstrations, or visits by guest speakers."
25-2056.00,22371,"Instruct students with disabilities in academic subjects, using a variety of techniques, such as phonetics, multisensory learning, or repetition to reinforce learning and meet students' varying needs."
25-2056.00,22365,Develop or implement strategies to meet the needs of students with a variety of disabilities.
25-2056.00,22387,"Teach socially acceptable behavior, employing techniques such as behavior modification or positive reinforcement."
25-2056.00,22376,Modify the general elementary education curriculum for students with disabilities.
25-2056.00,22374,"Maintain accurate and complete student records as required by laws, district policies, or administrative regulations."
25-2056.00,22383,"Prepare classrooms with a variety of materials or resources for children to explore, manipulate, or use in learning activities or imaginative play."
