task_id,onet_soc_code,automation_share,augmentation_share,source
16777,19-1029.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16783,19-1029.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16776,19-1029.01,0.313953,0.686047,anthropic_economic_index_2025_03_27
16779,19-1029.01,0.252033,0.747967,anthropic_economic_index_2025_03_27
16788,19-1029.01,0.471698,0.528302,anthropic_economic_index_2025_03_27
16808,19-1029.02,0.000000,1.000000,anthropic_economic_index_2025_03_27
16816,19-1029.02,0.473684,0.526316,anthropic_economic_index_2025_03_27
16831,19-1029.03,1.000000,0.000000,anthropic_economic_index_2025_03_27
16830,19-1029.03,0.435484,0.564516,anthropic_economic_index_2025_03_27
16829,19-1029.03,0.000000,1.000000,anthropic_economic_index_2025_03_27
16834,19-1029.03,0.185185,0.814815,anthropic_economic_index_2025_03_27
16840,19-1029.03,0.000000,1.000000,anthropic_economic_index_2025_03_27
16826,19-1029.03,0.000000,1.000000,anthropic_economic_index_2025_03_27
16837,19-1029.03,0.309963,0.690037,anthropic_economic_index_2025_03_27
187,19-1029.04,0.167183,0.832817,anthropic_economic_index_2025_03_27
185,19-1029.04,0.000000,1.000000,anthropic_economic_index_2025_03_27
176,19-1029.04,0.205742,0.794258,anthropic_economic_index_2025_03_27
193,19-1029.04,0.000000,1.000000,anthropic_economic_index_2025_03_27
22149,19-1031.00,0.326531,0.673469,anthropic_economic_index_2025_03_27
22161,19-1031.00,0.477273,0.522727,anthropic_economic_index_2025_03_27
15217,19-1041.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5427,19-1041.00,0.033841,0.966159,anthropic_economic_index_2025_03_27
5430,19-1041.00,0.280423,0.719577,anthropic_economic_index_2025_03_27
7515,19-1042.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
20200,19-1042.00,0.619718,0.380282,anthropic_economic_index_2025_03_27
7516,19-1042.00,0.280423,0.719577,anthropic_economic_index_2025_03_27
20201,19-1042.00,0.605263,0.394737,anthropic_economic_index_2025_03_27
7518,19-1042.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7521,19-1042.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7522,19-1042.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7525,19-2011.00,0.322485,0.677515,anthropic_economic_index_2025_03_27
7526,19-2011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7524,19-2011.00,0.145833,0.854167,anthropic_economic_index_2025_03_27
7530,19-2011.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
7528,19-2011.00,0.283276,0.716724,anthropic_economic_index_2025_03_27
7531,19-2011.00,0.523364,0.476636,anthropic_economic_index_2025_03_27
20049,19-2011.00,0.257353,0.742647,anthropic_economic_index_2025_03_27
7533,19-2011.00,0.462601,0.537399,anthropic_economic_index_2025_03_27
7534,19-2011.00,0.324176,0.675824,anthropic_economic_index_2025_03_27
10903,19-2012.00,0.467005,0.532995,anthropic_economic_index_2025_03_27
10908,19-2012.00,0.593220,0.406780,anthropic_economic_index_2025_03_27
10907,19-2012.00,0.540936,0.459064,anthropic_economic_index_2025_03_27
20209,19-2021.00,0.339939,0.660061,anthropic_economic_index_2025_03_27
20210,19-2021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
9069,19-2021.00,0.484848,0.515152,anthropic_economic_index_2025_03_27
20206,19-2021.00,0.579618,0.420382,anthropic_economic_index_2025_03_27
20211,19-2021.00,0.578947,0.421053,anthropic_economic_index_2025_03_27
20207,19-2021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1505,19-2031.00,0.347965,0.652035,anthropic_economic_index_2025_03_27
1510,19-2031.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1508,19-2031.00,0.304833,0.695167,anthropic_economic_index_2025_03_27
9098,19-2032.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
20214,19-2032.00,0.444349,0.555651,anthropic_economic_index_2025_03_27
20213,19-2032.00,0.162602,0.837398,anthropic_economic_index_2025_03_27
9086,19-2032.00,0.418367,0.581633,anthropic_economic_index_2025_03_27
15219,19-2041.00,0.382488,0.617512,anthropic_economic_index_2025_03_27
15218,19-2041.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1519,19-2041.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1523,19-2041.00,0.468750,0.531250,anthropic_economic_index_2025_03_27
1520,19-2041.00,0.328358,0.671642,anthropic_economic_index_2025_03_27
1522,19-2041.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
1534,19-2041.00,0.446945,0.553055,anthropic_economic_index_2025_03_27
16853,19-2041.01,0.311927,0.688073,anthropic_economic_index_2025_03_27
16854,19-2041.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16848,19-2041.01,0.241758,0.758242,anthropic_economic_index_2025_03_27
16847,19-2041.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16874,19-2041.02,0.000000,1.000000,anthropic_economic_index_2025_03_27
19982,19-2041.03,0.000000,1.000000,anthropic_economic_index_2025_03_27
19971,19-2041.03,0.294554,0.705446,anthropic_economic_index_2025_03_27
20390,19-2042.00,0.241259,0.758741,anthropic_economic_index_2025_03_27
3711,19-2042.00,0.269231,0.730769,anthropic_economic_index_2025_03_27
15226,19-2042.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
9100,19-2043.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
9105,19-2043.00,0.296296,0.703704,anthropic_economic_index_2025_03_27
9118,19-2043.00,0.369048,0.630952,anthropic_economic_index_2025_03_27
9122,19-2043.00,0.330769,0.669231,anthropic_economic_index_2025_03_27
18265,19-2099.01,0.692308,0.307692,anthropic_economic_index_2025_03_27
7536,19-3011.00,0.194805,0.805195,anthropic_economic_index_2025_03_27
7538,19-3011.00,0.272222,0.727778,anthropic_economic_index_2025_03_27
7537,19-3011.00,0.178295,0.821705,anthropic_economic_index_2025_03_27
7539,19-3011.00,0.199203,0.800797,anthropic_economic_index_2025_03_27
16902,19-3011.01,0.379630,0.620370,anthropic_economic_index_2025_03_27
16897,19-3011.01,0.413043,0.586957,anthropic_economic_index_2025_03_27
19984,19-3011.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16909,19-3011.01,0.311688,0.688312,anthropic_economic_index_2025_03_27
16899,19-3011.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
7545,19-3022.00,0.542857,0.457143,anthropic_economic_index_2025_03_27
7555,19-3022.00,0.400000,0.600000,anthropic_economic_index_2025_03_27
7549,19-3022.00,0.257919,0.742081,anthropic_economic_index_2025_03_27
7548,19-3022.00,0.621302,0.378698,anthropic_economic_index_2025_03_27
7547,19-3022.00,0.371486,0.628514,anthropic_economic_index_2025_03_27
20230,19-3032.00,0.206107,0.793893,anthropic_economic_index_2025_03_27
7564,19-3032.00,0.142857,0.857143,anthropic_economic_index_2025_03_27
20229,19-3032.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
20227,19-3032.00,0.326923,0.673077,anthropic_economic_index_2025_03_27
20224,19-3032.00,0.337500,0.662500,anthropic_economic_index_2025_03_27
7573,19-3032.00,0.212766,0.787234,anthropic_economic_index_2025_03_27
7575,19-3032.00,0.386364,0.613636,anthropic_economic_index_2025_03_27
22165,19-3033.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
22163,19-3033.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
22171,19-3033.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
22175,19-3033.00,0.165919,0.834081,anthropic_economic_index_2025_03_27
22177,19-3033.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
22189,19-3033.00,0.400000,0.600000,anthropic_economic_index_2025_03_27
5447,19-3034.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
18619,19-3034.00,0.338710,0.661290,anthropic_economic_index_2025_03_27
5461,19-3034.00,0.494505,0.505495,anthropic_economic_index_2025_03_27
5462,19-3034.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5463,19-3034.00,0.114286,0.885714,anthropic_economic_index_2025_03_27
22198,19-3039.02,0.000000,1.000000,anthropic_economic_index_2025_03_27
5465,19-3041.00,0.423077,0.576923,anthropic_economic_index_2025_03_27
5464,19-3041.00,0.576923,0.423077,anthropic_economic_index_2025_03_27
5468,19-3041.00,0.270270,0.729730,anthropic_economic_index_2025_03_27
5466,19-3041.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5475,19-3041.00,0.255556,0.744444,anthropic_economic_index_2025_03_27
5472,19-3041.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5473,19-3041.00,0.243590,0.756410,anthropic_economic_index_2025_03_27
226,19-3051.00,0.208696,0.791304,anthropic_economic_index_2025_03_27
222,19-3051.00,0.411168,0.588832,anthropic_economic_index_2025_03_27
22229,19-3051.00,0.359701,0.640299,anthropic_economic_index_2025_03_27
22232,19-3091.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
22234,19-3091.00,0.314356,0.685644,anthropic_economic_index_2025_03_27
22236,19-3091.00,0.242188,0.757813,anthropic_economic_index_2025_03_27
22246,19-3091.00,0.682848,0.317152,anthropic_economic_index_2025_03_27
22248,19-3091.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
22253,19-3091.00,0.389513,0.610487,anthropic_economic_index_2025_03_27
22255,19-3091.00,0.302521,0.697479,anthropic_economic_index_2025_03_27
22254,19-3091.00,0.075610,0.924390,anthropic_economic_index_2025_03_27
22238,19-3091.00,0.596215,0.403785,anthropic_economic_index_2025_03_27
22235,19-3091.00,0.535714,0.464286,anthropic_economic_index_2025_03_27
22231,19-3091.00,0.382199,0.617801,anthropic_economic_index_2025_03_27
5504,19-3092.00,0.342466,0.657534,anthropic_economic_index_2025_03_27
5511,19-3092.00,0.206376,0.793624,anthropic_economic_index_2025_03_27
5507,19-3092.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5512,19-3092.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
3717,19-3093.00,0.466667,0.533333,anthropic_economic_index_2025_03_27
3724,19-3093.00,0.783784,0.216216,anthropic_economic_index_2025_03_27
3720,19-3093.00,0.238095,0.761905,anthropic_economic_index_2025_03_27
3726,19-3093.00,0.517241,0.482759,anthropic_economic_index_2025_03_27
3725,19-3093.00,0.299180,0.700820,anthropic_economic_index_2025_03_27
3722,19-3093.00,0.108108,0.891892,anthropic_economic_index_2025_03_27
3727,19-3093.00,0.420290,0.579710,anthropic_economic_index_2025_03_27
3734,19-3093.00,0.338235,0.661765,anthropic_economic_index_2025_03_27
3729,19-3093.00,0.572052,0.427948,anthropic_economic_index_2025_03_27
3730,19-3093.00,0.249608,0.750392,anthropic_economic_index_2025_03_27
3719,19-3093.00,0.139175,0.860825,anthropic_economic_index_2025_03_27
3732,19-3093.00,0.526316,0.473684,anthropic_economic_index_2025_03_27
3721,19-3093.00,0.090141,0.909859,anthropic_economic_index_2025_03_27
3736,19-3093.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
3731,19-3093.00,0.568627,0.431373,anthropic_economic_index_2025_03_27
5515,19-3094.00,0.145455,0.854545,anthropic_economic_index_2025_03_27
5518,19-3094.00,0.184466,0.815534,anthropic_economic_index_2025_03_27
5516,19-3094.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5521,19-3094.00,0.278537,0.721463,anthropic_economic_index_2025_03_27
5517,19-3094.00,0.393064,0.606936,anthropic_economic_index_2025_03_27
5523,19-3094.00,0.428016,0.571984,anthropic_economic_index_2025_03_27
16943,19-3099.01,0.404255,0.595745,anthropic_economic_index_2025_03_27
16949,19-3099.01,0.615385,0.384615,anthropic_economic_index_2025_03_27
16941,19-3099.01,0.301370,0.698630,anthropic_economic_index_2025_03_27
16934,19-3099.01,0.408730,0.591270,anthropic_economic_index_2025_03_27
5530,19-4012.00,0.436975,0.563025,anthropic_economic_index_2025_03_27
20532,19-4012.00,0.313131,0.686869,anthropic_economic_index_2025_03_27
5549,19-4012.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
18295,19-4012.01,1.000000,0.000000,anthropic_economic_index_2025_03_27
18282,19-4012.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
20395,19-4013.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7583,19-4013.00,0.372881,0.627119,anthropic_economic_index_2025_03_27
7577,19-4013.00,0.444444,0.555556,anthropic_economic_index_2025_03_27
7578,19-4013.00,0.456274,0.543726,anthropic_economic_index_2025_03_27
3749,19-4021.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
3745,19-4021.00,0.325843,0.674157,anthropic_economic_index_2025_03_27
3747,19-4021.00,0.303544,0.696456,anthropic_economic_index_2025_03_27
1536,19-4031.00,0.377964,0.622036,anthropic_economic_index_2025_03_27
1540,19-4031.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1538,19-4031.00,0.452381,0.547619,anthropic_economic_index_2025_03_27
1539,19-4031.00,0.466667,0.533333,anthropic_economic_index_2025_03_27
1542,19-4031.00,0.434783,0.565217,anthropic_economic_index_2025_03_27
1547,19-4031.00,0.333333,0.666667,anthropic_economic_index_2025_03_27
1549,19-4042.00,0.758865,0.241135,anthropic_economic_index_2025_03_27
1560,19-4042.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1559,19-4042.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
22264,19-4043.00,0.605263,0.394737,anthropic_economic_index_2025_03_27
22272,19-4043.00,0.701754,0.298246,anthropic_economic_index_2025_03_27
22277,19-4043.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
7610,19-4051.02,1.000000,0.000000,anthropic_economic_index_2025_03_27
12963,19-4061.00,0.566265,0.433735,anthropic_economic_index_2025_03_27
12957,19-4061.00,0.448133,0.551867,anthropic_economic_index_2025_03_27
12952,19-4061.00,0.498155,0.501845,anthropic_economic_index_2025_03_27
12960,19-4061.00,0.310000,0.690000,anthropic_economic_index_2025_03_27
12961,19-4061.00,0.216867,0.783133,anthropic_economic_index_2025_03_27
12958,19-4061.00,0.225610,0.774390,anthropic_economic_index_2025_03_27
12965,19-4061.00,0.278409,0.721591,anthropic_economic_index_2025_03_27
12973,19-4061.00,0.457447,0.542553,anthropic_economic_index_2025_03_27
5574,19-4071.00,0.434685,0.565315,anthropic_economic_index_2025_03_27
1578,19-4092.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
16978,19-4099.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16979,19-4099.01,0.623762,0.376238,anthropic_economic_index_2025_03_27
16959,19-4099.01,0.000000,1.000000,anthropic_economic_index_2025_03_27
16987,19-4099.03,0.419255,0.580745,anthropic_economic_index_2025_03_27
16995,19-4099.03,0.314815,0.685185,anthropic_economic_index_2025_03_27
16983,19-4099.03,0.273128,0.726872,anthropic_economic_index_2025_03_27
16984,19-4099.03,0.565891,0.434109,anthropic_economic_index_2025_03_27
11097,19-5012.00,0.480000,0.520000,anthropic_economic_index_2025_03_27
5583,21-1011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5590,21-1011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5600,21-1011.00,0.251701,0.748299,anthropic_economic_index_2025_03_27
5589,21-1011.00,0.216080,0.783920,anthropic_economic_index_2025_03_27
18627,21-1012.00,0.486486,0.513514,anthropic_economic_index_2025_03_27
5619,21-1012.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5623,21-1012.00,0.580000,0.420000,anthropic_economic_index_2025_03_27
5630,21-1012.00,0.587629,0.412371,anthropic_economic_index_2025_03_27
5629,21-1012.00,0.438272,0.561728,anthropic_economic_index_2025_03_27
9184,21-1013.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
9186,21-1013.00,0.264317,0.735683,anthropic_economic_index_2025_03_27
20232,21-1013.00,0.448276,0.551724,anthropic_economic_index_2025_03_27
9196,21-1013.00,0.229508,0.770492,anthropic_economic_index_2025_03_27
9194,21-1013.00,0.250000,0.750000,anthropic_economic_index_2025_03_27
1592,21-1014.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
1595,21-1014.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
18483,21-1014.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
1593,21-1014.00,0.169591,0.830409,anthropic_economic_index_2025_03_27
1596,21-1014.00,0.542857,0.457143,anthropic_economic_index_2025_03_27
1605,21-1014.00,0.531250,0.468750,anthropic_economic_index_2025_03_27
255,21-1021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
261,21-1022.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
271,21-1022.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
276,21-1023.00,0.500000,0.500000,anthropic_economic_index_2025_03_27
279,21-1023.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
18488,21-1023.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
20236,21-1091.00,0.595745,0.404255,anthropic_economic_index_2025_03_27
9217,21-1091.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
20235,21-1091.00,0.461240,0.538760,anthropic_economic_index_2025_03_27
3753,21-1093.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
3770,21-1093.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
19017,21-1094.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
19030,21-1094.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
10934,21-2011.00,0.490566,0.509434,anthropic_economic_index_2025_03_27
10936,21-2011.00,0.489270,0.510730,anthropic_economic_index_2025_03_27
10938,21-2011.00,0.326349,0.673651,anthropic_economic_index_2025_03_27
10940,21-2011.00,0.208333,0.791667,anthropic_economic_index_2025_03_27
20748,21-2011.00,0.449438,0.550562,anthropic_economic_index_2025_03_27
10944,21-2011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
10948,21-2011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
12977,21-2021.00,0.428571,0.571429,anthropic_economic_index_2025_03_27
12980,21-2021.00,0.114815,0.885185,anthropic_economic_index_2025_03_27
12988,21-2021.00,0.382353,0.617647,anthropic_economic_index_2025_03_27
12992,21-2021.00,0.512195,0.487805,anthropic_economic_index_2025_03_27
3774,23-1011.00,0.098529,0.901471,anthropic_economic_index_2025_03_27
3775,23-1011.00,0.321739,0.678261,anthropic_economic_index_2025_03_27
3773,23-1011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
3785,23-1011.00,0.584906,0.415094,anthropic_economic_index_2025_03_27
19050,23-1012.00,0.463636,0.536364,anthropic_economic_index_2025_03_27
19051,23-1012.00,0.347107,0.652893,anthropic_economic_index_2025_03_27
19047,23-1012.00,0.549550,0.450450,anthropic_economic_index_2025_03_27
19061,23-1012.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
7617,23-1021.00,0.601307,0.398693,anthropic_economic_index_2025_03_27
7619,23-1021.00,0.293040,0.706960,anthropic_economic_index_2025_03_27
7627,23-1021.00,0.298111,0.701889,anthropic_economic_index_2025_03_27
12999,23-1022.00,0.579487,0.420513,anthropic_economic_index_2025_03_27
20238,23-1022.00,0.294118,0.705882,anthropic_economic_index_2025_03_27
12993,23-1022.00,0.194175,0.805825,anthropic_economic_index_2025_03_27
12994,23-1022.00,0.189964,0.810036,anthropic_economic_index_2025_03_27
13005,23-1022.00,0.224000,0.776000,anthropic_economic_index_2025_03_27
12995,23-1022.00,0.500000,0.500000,anthropic_economic_index_2025_03_27
12996,23-1022.00,0.478261,0.521739,anthropic_economic_index_2025_03_27
5653,23-1023.00,0.719101,0.280899,anthropic_economic_index_2025_03_27
5650,23-1023.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5651,23-1023.00,0.304598,0.695402,anthropic_economic_index_2025_03_27
1636,23-2011.00,1.000000,0.000000,anthropic_economic_index_2025_03_27
9244,23-2093.00,0.525000,0.475000,anthropic_economic_index_2025_03_27
5663,25-1011.00,0.522506,0.477494,anthropic_economic_index_2025_03_27
5667,25-1011.00,0.248000,0.752000,anthropic_economic_index_2025_03_27
5670,25-1011.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5668,25-1011.00,0.352201,0.647799,anthropic_economic_index_2025_03_27
5681,25-1011.00,0.173673,0.826327,anthropic_economic_index_2025_03_27
5664,25-1011.00,0.653543,0.346457,anthropic_economic_index_2025_03_27
5673,25-1011.00,0.157895,0.842105,anthropic_economic_index_2025_03_27
5678,25-1011.00,0.507353,0.492647,anthropic_economic_index_2025_03_27
5677,25-1011.00,0.567568,0.432432,anthropic_economic_index_2025_03_27
5675,25-1011.00,0.769231,0.230769,anthropic_economic_index_2025_03_27
5682,25-1011.00,0.514286,0.485714,anthropic_economic_index_2025_03_27
5683,25-1011.00,0.213223,0.786777,anthropic_economic_index_2025_03_27
5689,25-1021.00,0.741935,0.258065,anthropic_economic_index_2025_03_27
5687,25-1021.00,0.634615,0.365385,anthropic_economic_index_2025_03_27
5685,25-1021.00,0.742857,0.257143,anthropic_economic_index_2025_03_27
5690,25-1021.00,0.046701,0.953299,anthropic_economic_index_2025_03_27
5692,25-1021.00,0.352201,0.647799,anthropic_economic_index_2025_03_27
5696,25-1021.00,0.207921,0.792079,anthropic_economic_index_2025_03_27
5691,25-1021.00,0.248000,0.752000,anthropic_economic_index_2025_03_27
5697,25-1021.00,0.769231,0.230769,anthropic_economic_index_2025_03_27
5698,25-1021.00,0.157895,0.842105,anthropic_economic_index_2025_03_27
5706,25-1021.00,0.567568,0.432432,anthropic_economic_index_2025_03_27
5703,25-1021.00,0.173673,0.826327,anthropic_economic_index_2025_03_27
20059,25-1021.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5707,25-1021.00,0.507353,0.492647,anthropic_economic_index_2025_03_27
5705,25-1021.00,0.213223,0.786777,anthropic_economic_index_2025_03_27
5700,25-1021.00,0.514286,0.485714,anthropic_economic_index_2025_03_27
5710,25-1022.00,0.653543,0.346457,anthropic_economic_index_2025_03_27
5709,25-1022.00,0.522506,0.477494,anthropic_economic_index_2025_03_27
5715,25-1022.00,0.352201,0.647799,anthropic_economic_index_2025_03_27
5716,25-1022.00,0.248000,0.752000,anthropic_economic_index_2025_03_27
20060,25-1022.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5720,25-1022.00,0.157895,0.842105,anthropic_economic_index_2025_03_27
5719,25-1022.00,0.207921,0.792079,anthropic_economic_index_2025_03_27
5724,25-1022.00,0.212846,0.787154,anthropic_economic_index_2025_03_27
5726,25-1022.00,0.514286,0.485714,anthropic_economic_index_2025_03_27
5722,25-1022.00,0.769231,0.230769,anthropic_economic_index_2025_03_27
5727,25-1022.00,0.567568,0.432432,anthropic_economic_index_2025_03_27
5729,25-1022.00,0.507353,0.492647,anthropic_economic_index_2025_03_27
5735,25-1031.00,0.352201,0.647799,anthropic_economic_index_2025_03_27
5734,25-1031.00,0.248000,0.752000,anthropic_economic_index_2025_03_27
5736,25-1031.00,0.046701,0.953299,anthropic_economic_index_2025_03_27
5739,25-1031.00,0.653543,0.346457,anthropic_economic_index_2025_03_27
5742,25-1031.00,0.207921,0.792079,anthropic_economic_index_2025_03_27
5740,25-1031.00,0.173673,0.826327,anthropic_economic_index_2025_03_27
5743,25-1031.00,0.157895,0.842105,anthropic_economic_index_2025_03_27
5746,25-1031.00,0.769231,0.230769,anthropic_economic_index_2025_03_27
5744,25-1031.00,0.507353,0.492647,anthropic_economic_index_2025_03_27
5751,25-1031.00,0.514286,0.485714,anthropic_economic_index_2025_03_27
5749,25-1031.00,0.213223,0.786777,anthropic_economic_index_2025_03_27
5752,25-1031.00,0.567568,0.432432,anthropic_economic_index_2025_03_27
5757,25-1032.00,0.173673,0.826327,anthropic_economic_index_2025_03_27
5756,25-1032.00,0.742857,0.257143,anthropic_economic_index_2025_03_27
5754,25-1032.00,0.046701,0.953299,anthropic_economic_index_2025_03_27
5753,25-1032.00,0.150502,0.849498,anthropic_economic_index_2025_03_27
5759,25-1032.00,0.653543,0.346457,anthropic_economic_index_2025_03_27
5767,25-1032.00,0.157895,0.842105,anthropic_economic_index_2025_03_27
5764,25-1032.00,0.352201,0.647799,anthropic_economic_index_2025_03_27
5769,25-1032.00,0.769231,0.230769,anthropic_economic_index_2025_03_27
5765,25-1032.00,0.207921,0.792079,anthropic_economic_index_2025_03_27
5775,25-1032.00,0.567568,0.432432,anthropic_economic_index_2025_03_27
5774,25-1032.00,0.514286,0.485714,anthropic_economic_index_2025_03_27
5772,25-1032.00,0.213223,0.786777,anthropic_economic_index_2025_03_27
5773,25-1032.00,0.507353,0.492647,anthropic_economic_index_2025_03_27
5778,25-1041.00,0.046701,0.953299,anthropic_economic_index_2025_03_27
5785,25-1041.00,0.207921,0.792079,anthropic_economic_index_2025_03_27
5781,25-1041.00,0.173673,0.826327,anthropic_economic_index_2025_03_27
5779,25-1041.00,0.000000,1.000000,anthropic_economic_index_2025_03_27
5789,25-1041.00,0.157895,0.842105,anthropic_economic_index_2025_03_27
5777,25-1041.00,0.742857,0.257143,anthropic_economic_index_2025_03_27
5780,25-1041.00,0.248000,0.752000,anthropic_economic_index_2025_03_27
5786,25-1041.00,0.352201,0.647799,anthropic_economic_index_2025_03_27
5784,25-1041.00,0.653543,0.346457,anthropic_economic_index_2025_03_27
5791,25-1041.00,0.769231,0.230769,anthropic_economic_index_2025_03_27
5793,25-1041.00,0.514286,0.485714,anthropic_economic_index_2025_03_27
5794,25-1041.00,0.567568,0.432432,anthropic_economic_index_2025_03_27
5796,25-1041.00,0.213223,0.786777,anthropic_economic_index_2025_03_27
5798,25-1041.00,0.507353,0.492647,anthropic_economic_index_2025_03_27
5800,25-1042.00,0.742857,0.257143,anthropic_economic_index_2025_03_27
5807,25-1042.00,0.352201,0.647799,anthropic_economic_index_2025_03_27
5806,25-1042.00,0.248000,0.752000,anthropic_economic_index_2025_03_27
5804,25-1042.00,0.046701,0.953299,anthropic_economic_index_2025_03_27
5802,25-1042.00,0.653543,0.346457,anthropic_economic_index_2025_03_27
20062,25-1042.00,0.330734,0.669266,anthropic_economic_index_2025_03_27
5808,25-1042.00,0.207921,0.792079,anthropic_economic_index_2025_03_27
5813,25-1042.00,0.173673,0.826327,anthropic_economic_index_2025_03_27
5812,25-1042.00,0.157895,0.842105,anthropic_economic_index_2025_03_27
20064,25-1042.00,0.198980,0.801020,anthropic_economic_index_2025_03_27
5815,25-1042.00,0.769231,0.230769,anthropic_economic_index_2025_03_27
5819,25-1042.00,0.507353,0.492647,anthropic_economic_index_2025_03_27
20065,25-1042.00,0.482143,0.517857,anthropic_economic_index_2025_03_27
5818,25-1042.00,0.514286,0.485714,anthropic_economic_index_2025_03_27
5821,25-1042.00,0.213223,0.786777,anthropic_economic_index_2025_03_27
5825,25-1043.00,0.522506,0.477494,anthropic_economic_index_2025_03_27
5823,25-1043.00,0.046701,0.953299,anthropic_economic_index_2025_03_27
5835,25-1043.00,0.157895,0.842105,anthropic_economic_index_2025_03_27
5830,25-1043.00,0.653543,0.346457,anthropic_economic_index_2025_03_27
5832,25-1043.00,0.248000,0.752000,anthropic_economic_index_2025_03_27
5828,25-1043.00,0.352201,0.647799,anthropic_economic_index_2025_03_27
5831,25-1043.00,0.207921,0.792079,anthropic_economic_index_2025_03_27
5822,25-1043.00,0.212846,0.787154,anthropic_economic_index_2025_03_27
5843,25-1043.00,0.514286,0.485714,anthropic_economic_index_2025_03_27
5838,25-1043.00,0.769231,0.230769,anthropic_economic_index_2025_03_27
20066,25-1043.00,0.258741,0.741259,anthropic_economic_index_2025_03_27
20067,25-1043.00,0.323944,0.676056,anthropic_economic_index_2025_03_27
5844,25-1043.00,0.567568,0.432432,anthropic_economic_index_2025_03_27
5840,25-1043.00,0.213223,0.786777,anthropic_economic_index_2025_03_27
